fecha,hora,destino,compañia,tipo_vuelo,tipo_avion,registro,id_aeronave,total_ocupantes,pasajeros_a_bordo,tripulacion_a_bordo,fallecidos,pasajeros_fallecidos,tripulacion_fallecida,fallecidos_en_tierra,resumen,pais,anio,mes,categoria,sobrevivientes
1934-06-09,17:00,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,NC12354,22,7.0,4.0,3.0,7.0,4.0,3.0,0.0,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain.",sin dato,1934,6,collision,0.0
1934-06-11,11:00,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10.0,7.0,3.0,6.0,3.0,3.0,0.0,"Crashed into Mar Chiquita Lagoon during a heavy rainstorm. The aircraft was named ""San Pedro.""",Argentina,1934,6,collision,4.0
1934-06-23,06:00,"Burbank, California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,XA-BEJ,sin dato,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.,California,1934,6,collision,0.0
1934-07-27,09:50,"Near Tuttlingen, Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,CH-170,53,12.0,9.0,3.0,12.0,9.0,3.0,0.0,"The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames. Failure of the right wing caused by fractures in the structure which occurred because of  oscillations in the wing.",Germany,1934,7,collision,0.0
1934-08-31,22:45,"Amazonia, Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,NC11118,5004,5.0,4.0,1.0,5.0,4.0,1.0,0.0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.,Missouri,1934,8,collision,0.0
1934-10-02,10:50,English Channel,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,G-ACPM,sin dato,7.0,6.0,1.0,7.0,6.0,1.0,0.0,"While overflying The Channel, the pilot encountered poor weather conditions with light rain and fog. He decided to return but due to low visibility and while cruising VFR, he was unable to distinguish the water surface and eventually lost control of the aircraft that crashed into the sea some five km off Folkestone. The pilot""s lack of skill and knowledge in matters of navigation .",sin dato,1934,10,collision,0.0
1934-11-15,23:42,"Amazonia, Montana",Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,NC10809,5031,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"While flying at night in marginal weather conditions, the pilot flew too close to the ground  hit trees and crashed in flames in a wooded area.  The pilot committed an error in judgment in turning too close to the ground in a fog bound area.",Montana,1934,11,collision,0.0
1934-12-08,05:30,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,123,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The mail plane crashed to the ground from a low altitude. Icing.,Missouri,1934,12,collision,0.0
1934-12-10,07:30,"Palma Soriano, Cuba",Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8.0,5.0,3.0,4.0,2.0,2.0,0.0,Crashed into a mountain in poor weater condtions and low visiblity while en route.,Cuba,1934,12,collision,4.0
1934-12-20,03:33,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,7.0,3.0,4.0,7.0,3.0,4.0,0.0,"While flying over the Iraqi Desert at night, the crew encountered poor weather conditions and decided to divert to Rutbah Wells. On approach, the aircraft impacted the ground and exploded.16 km from Rutbah Wells airfield. The aircraft was named ""Uiver"" (Dutch word for stork).",Syria,1934,12,other cause,0.0
1934-12-22,02:52,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,198,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility. The battery-generator system failed, thus causing an error in the ship's compass and probably affecting other essential navigation instruments.",Tennessee,1934,12,collision,0.0
1935-01-31,19:00,"Stettin, Germany",Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11.0,8.0,3.0,11.0,8.0,3.0,0.0,"Crashed full speed into a hill, 450 feet high in rain and fog. Icing.",Germany,1935,1,collision,0.0
1935-04-01,00:45,"Beauvais, France",Air France,sin dato,Farman F-300,F-ALHQ,7243-2,3.0,0.0,3.0,1.0,0.0,1.0,0.0,"Shortly after departure, the captain decided to return to Paris because of low visibility. The aircraft hit a tree and crashed in an open field. The chief pilot of Air France, Robert Bajac, 36, was killed. Blame was placed on the aircraft which was found to be unstable in flight.",France,1935,4,collision,2.0
1935-04-06,15:18,"Brilon, Germany",KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,PH-AFL,5242,7.0,2.0,5.0,7.0,2.0,5.0,0.0,"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner.",Germany,1935,4,collision,0.0
1935-05-01,10:45,"Near Walsenberg, Colorado",Varney Air Lines,Pueblo - El Paso,Lockheed Vega,NC891E,73,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed. The accidental collision with the ground while doing low flying in violation of the Air Commerce Regulations.",Colorado,1935,5,collision,0.0
1935-05-06,03:30,"Atlanta, Missouri",Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14.0,12.0,2.0,5.0,3.0,2.0,0.0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly.",Missouri,1935,5,collision,9.0
1935-05-18,18:35,"Flint, Michigan",Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12.0,11.0,1.0,3.0,2.0,1.0,0.0,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.",Michigan,1935,5,collision,9.0
1935-05-27,16:00,"Glendo, Wyoming",Wyoming Air Service,Billings - Sheridan - Casper - Cheyenne,Boeing 221,NC725W,1153,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions.",Wyoming,1935,5,collision,0.0
1935-05-28,22:25,"Maywood, Illinois",Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,5050,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"Crashed into the ground on a farm  after the pilot made an abrupt turn to avoid trees, striking the wing on the ground. The unintentional collision with the ground while flying at too low altitude at night.",Illinois,1935,5,collision,0.0
1935-06-24,14:36,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20.0,18.0,2.0,17.0,15.0,2.0,0.0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed.",Colombia,1935,6,collision,3.0
1935-07-14,09:40,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,5358,20.0,15.0,5.0,6.0,2.0,4.0,0.0,The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.,Netherlands,1935,7,other cause,14.0
1935-07-19,14:20,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,sin dato,2.0,1.0,1.0,2.0,1.0,1.0,0.0,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.,Mississippi,1935,7,collision,0.0
1935-07-20,12:30,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas DC-2,PH-AKG,1335,13.0,9.0,4.0,13.0,9.0,4.0,0.0,"Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,.",Switzerland,1935,7,collision,0.0
1935-08-07,08:00,"Cairo, Egypt",Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,I-REDI,15004,7.0,3.0,4.0,7.0,3.0,4.0,0.0,"Ten minutes after taking off an explosion occurred aboard and the aircraft crashed in the dessert, 8 km south of the airport. The cause of the explosion was undetermined.",Egypt,1935,8,collision,0.0
1935-08-14,23:45,"Near Gilmer, Texas",Delta Air Lines,Dallas -  Atlanta,Stinson Model A,NC14599,9103,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.,Texas,1935,8,collision,0.0
1935-08-15,20:18,"Walakpa, near Point Barrow, Alaska",Private,sin dato,Lockheed Orion 9E Explorer float plane,NR12283,195,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff.",Alaska,1935,8,collision,0.0
1935-08-15,20:08,"Near Glendo, Wyoming",Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",NC14140,4202,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west.",Wyoming,1935,8,other cause,0.0
1935-09-01,23:00,"Burbank, California",Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,1695,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"A few minutes after take off from Burbank Airport, while climbing to a height of 1,000 feet in foggy conditions, the aircraft went out of control, stalled, hit power lines and crashed in flames in a field.",California,1935,9,collision,0.0
1935-09-13,09:00,"Near Tambo, Panama",Panama Airways,Panama City - David,Ford Tri-Motor,sin dato,sin dato,8.0,7.0,1.0,8.0,7.0,1.0,0.0,Crashed and burned in mountainous terrain in  adverse weather conditions.,Panama,1935,9,collision,0.0
1935-10-02,09:55,"Off Finders Island, Victoria, Australia",Holyman Airways,Melbourne - Sydney,de Havilland DH-86,VH-URT,2312,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Crashed in the Bass Strait. Went in to an uncontrollable spin following an engine failure.,Australia,1935,10,collision,0.0
1935-10-07,02:19,"Near Cheyenne, Wyoming",United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,12.0,9.0,3.0,12.0,9.0,3.0,0.0,"While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.",Wyoming,1935,10,other cause,0.0
1935-10-21,11:00,"Troy, New York",Chamberlin Flying Service,Troy - Teterboro,Curtiss AT-32C Condor,NC725K,G-2,6.0,4.0,2.0,1.0,0.0,1.0,0.0,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.,sin dato,1935,10,collision,5.0
1935-10-30,19:40,"Cheyenne, Wyoming",United Air Lines,Test flight,Boeing B-247-D,NC13323,1704,4.0,0.0,4.0,4.0,0.0,4.0,0.0,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.,Wyoming,1935,10,collision,0.0
1935-11-09,04:40,"Near Fort Worth, Texas",Braniff Airlines,Dallas - Waco,Lockheed Vega,NC980Y,191,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.,Texas,1935,11,other cause,0.0
1935-12-10,16:45,"Croydon, England",Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,11.0,7.0,4.0,11.0,7.0,4.0,0.0,"While flying low, the aircraft hit tree tops, stalled and crashed in flames into a wooded area 13 km short of the runway, The pilot did not request bearings from the airport and tried to navigate on his own.",England,1935,12,collision,0.0
1935-12-31,19:15,"Off Alexandria, Egypt",Imperial Airways,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,G-AASJ,S-752,13.0,9.0,4.0,12.0,9.0,1.0,0.0,"The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum.""",Egypt,1935,12,collision,1.0
1936-01-14,19:32,"Goodwin, Arkansas",American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,NC14274,1307,17.0,14.0,3.0,17.0,14.0,3.0,0.0,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls.",Arkansas,1936,1,collision,0.0
1936-01-21,10:00,"Off Ajaccio, Corsica, France",Air France,Marseille - Ajaccio - Tunis,CAMS 53,F-AJIR,19,6.0,3.0,3.0,6.0,3.0,3.0,0.0,Vanished off the coast of Corsica after sending a distress call that the engine had failed.,France,1936,1,other cause,0.0
1936-02-15,03:52,South Atlantic Ocean,Deutsche Lufthansa,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,D-ADYS,229,4.0,0.0,4.0,4.0,0.0,4.0,0.0,The mail plane disappeared while en route.,sin dato,1936,2,other cause,0.0
1936-03-26,11:00,"Amemeca, Mexico",Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,XA-BCB,5-AT-012,14.0,10.0,4.0,14.0,10.0,4.0,0.0,"While making a turn at low speed, the aircraft stalled and crashed into mountains and caught fire.  The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground.",Mexico,1936,3,collision,0.0
1936-04-01,19:10,"Pavillon, New York",American Airlines,Newwark - Buffalo,Stinson Model A,NC15152,9112,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.,sin dato,1936,4,collision,0.0
1936-04-07,10:20,"Uniontown, Pennsylvania",Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,14.0,11.0,3.0,12.0,10.0,2.0,0.0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.",Pennsylvania,1936,4,collision,2.0
